GCC,G++,Clang,Clang++,MLIR,SDFG
30183,30154,30225,30212,35951,25879
30333,30189,30253,30197,35996,25860
30198,30369,30229,30205,35930,25830
30166,30161,30253,30217,36006,25851
30209,30220,30216,30142,36007,25901
30227,30172,30257,30199,35988,25878
30242,30166,30292,30291,35963,25854
30185,30333,30234,30250,36008,25855
30296,30192,30209,30148,35987,25940
30282,30144,30239,30178,36002,25876
30181,30376,30244,30233,35989,25845
