GCC,G++,Clang,Clang++,MLIR,SDFG
5669,5708,5857,5867,8318,4902
5689,5720,5872,5868,8291,4860
5666,5711,5870,5856,8289,4884
5684,5719,5842,5860,8303,4860
5697,5734,5876,5870,8286,4865
5671,5714,5871,5848,8320,4853
5700,5729,5837,5846,8308,4866
5680,5707,5852,5865,8309,4863
5717,5721,5881,5870,8300,4908
5689,5737,5841,5850,8285,4921
5687,5724,5858,5871,8306,4849
