GCC,G++,Clang,Clang++,MLIR,SDFG
5579,5547,5601,5556,7073,6693
5548,5546,5552,5564,7049,6540
5579,5520,5604,5545,7084,6519
5548,5572,5586,5596,7047,6572
5607,5555,5602,5578,7105,6583
5549,5602,5576,5550,7103,6483
5594,5594,5625,5609,7076,6488
5561,5585,5600,5529,7055,6552
5626,5601,5635,5570,7058,6577
5606,5588,5585,5555,7101,6513
5633,5562,5545,5530,7101,6495
