GCC,G++,Clang,Clang++,MLIR,SDFG
3495,3483,3618,3618,4649,5785
3484,3485,3645,3605,4648,5732
3509,3525,3615,3591,4648,5825
3501,3494,3625,3598,4675,5800
3500,3515,3631,3601,4658,5791
3512,3497,3624,3578,4641,5775
3511,3528,3612,3630,4635,5775
3552,3561,3619,3614,4629,5785
3531,3493,3628,3609,4632,5808
3513,3511,3632,3600,4633,5808
3510,3491,3619,3596,4652,5788
