GCC,G++,Clang,Clang++,MLIR,SDFG
12559,12546,13788,13829,17436,19035
12452,12578,13763,13816,17449,19157
12537,12567,13813,13820,17494,19021
12576,12623,13691,13825,17533,19149
12415,12593,13677,13819,17522,19160
12460,12560,13669,13818,17510,19192
12537,12586,13774,13830,17529,19093
12522,12479,13729,13829,17490,19160
12520,12525,13723,13836,17503,19120
12448,12465,13775,13865,17479,19074
12511,12539,13692,13851,17487,19150
