GCC,G++,Clang,Clang++,MLIR,SDFG
15,17,15,18,23,13
16,18,15,16,22,13
16,16,15,17,24,13
15,16,15,16,22,13
15,17,15,18,23,13
17,17,15,17,23,13
16,16,15,16,23,13
15,16,15,16,23,13
15,16,15,18,23,13
15,16,16,16,22,13
16,16,15,17,22,13
